,Product Name,Sale Price,Market Price,Discount Offered,Product Rating,No_of_rating,No_of_review,Product Specs,Category,Product Company
11925,"3 L Instant Water Geyser (Insta+ 3L, White)",2736,5980,54,4.2,1705,88,"[""Instant Geyser"", ""3 L"", ""5 Years Warranty on Tank, 2 Years Warranty on Heating Element and 2 Years Warranty on Product""]",Water Geyser,voltas
11926,"10 L Storage Water Geyser (Perfecto, White Black)",3559,6599,46,4.1,20257,2672,"[""Storage Geyser"", ""10 L"", ""1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty""]",Water Geyser,Candes
11927,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,10299,14300,27,4.1,420,19,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Heating Element-2+2* Years, Tank-7 Years""]",Water Geyser,AO
11928,"Smart Appliances 25 L Storage Water Geyser (Immedio Prime 25L, NA)",7299,20490,64,4.1,11881,776,"[""Storage Geyser"", ""25 L"", ""5 Years on Tank, 3 Years on Heating Element, 2 Years on Product""]",Water Geyser,Hindware
11929,"10 L Storage Water Geyser (Marvel 10 L, White & Black)",6249,14990,58,4.3,114,21,"[""Storage Geyser"", ""10 L"", ""2 Year warranty on Product and 5 years warranty on Tank""]",Water Geyser,Kenstar
11930,"15 L Storage Water Geyser (Adoina R with Remote, 2000 Watts, White)",13999,21990,36,4.3,508,60,"[""Storage Geyser"", ""15 L"", ""7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty""]",Water Geyser,HAVELLS
11931,"10 L Storage Water Geyser (Supremo 10L, White)",4999,11500,56,4.1,160,9,"[""Storage Geyser"", ""10 L"", ""2 Year on Product, 3 Year on Heating Element, 5 Year on Tank""]",Water Geyser,RR
11932,"5 L Instant Water Geyser (Supremo 5L, White)",2499,5590,55,3.9,152,8,"[""Instant Geyser"", ""5 L"", ""2 Year on Product, 2 Year on Heating Element, 5 Year on Tank""]",Water Geyser,RR
11933,"15 L Storage Water Geyser (Superb, Ivory)",3894,7629,48,4.3,17066,6293,"[""Storage Geyser"", ""15 L"", ""1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.""]",Water Geyser,Longway
11934,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,4.3,7507,2496,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
11935,"1 L Instant Water Geyser (Pronto Neo 1 L 4.5 KW, White)",2599,4499,42,3.5,30,2,"[""Instant Geyser"", ""1 L"", ""2 years on product""]",Water Geyser,Racold
11936,"15 L Storage Water Geyser (Popular Plus, White)",7640,8945,14,4.3,49,4,"[""Storage Geyser"", ""15 L"", ""Tank-5 Years,Heating Element-2 Years,Product-1 Years""]",Water Geyser,BAJAJ
11937,"INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...",1097,2999,63,3.9,451,18,"[""Instant Geyser"", ""1 L"", ""1 year""]",Water Geyser,CSI
11938,"1 L Instant Water Geyser (AMAZE RED, Red)",1922,3999,51,3.9,166,14,"[""Instant Geyser"", ""1 L"", ""One Year Spare Replacement Warranty is available for this Model from the date of purchase If any Manufacturing defect.""]",Water Geyser,Mr.SHOT
11939,"3 L Instant Water Geyser (Venus Hunt 3H30, Ivory)",2816,5335,47,4.0,68,3,"[""Instant Geyser"", ""3 L"", ""5 years on inner tank, 2 years on heating element and 2 years on product""]",Water Geyser,Venus
11940,"6 L Storage Water Geyser (5 Star Energy saver, Grey, White)",3249,4999,35,4.0,0,0,"[""Storage Geyser"", ""6 L"", ""1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.""]",Water Geyser,Kanishka
11941,"35 L Storage Water Geyser (ARNO, White)",10395,20000,48,4.0,6,0,"[""Storage Geyser"", ""35 L"", ""Tank: 5 years, Heating Element: 2 years, Product: 2 years""]",Water Geyser,Crompton
11942,"25 L Storage Water Geyser (Audra 25AV, Ivory)",8636,11350,23,4.3,517,44,"[""Storage Geyser"", ""25 L"", ""Guarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product""]",Water Geyser,Venus
11943,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6999,13100,46,4.2,11506,1011,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Tank-5 Years""]",Water Geyser,AO
11944,Smith 10 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6499,10800,39,4.0,1801,124,"[""Storage Geyser"", ""10 L"", ""5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty""]",Water Geyser,AO
11945,"25 L Storage Water Geyser (Fiesta Pro Automatic Auto-Cut Off, Ivory)",3514,9510,63,4.0,14,3,"[""Storage Geyser"", ""25 L"", ""24 Months  Limited Domestic Warranty""]",Water Geyser,Relaxo
11946,"5 L Instant Water Geyser (RAPID JET, White)",4003,7299,45,4.2,17,0,"[""Instant Geyser"", ""5 L"", ""2 YEAR WARRANTY FROM THE DATE OF PURCHASE""]",Water Geyser,Crompton
11947,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,11899,17500,32,4.3,413,39,"[""Storage Geyser"", ""15 L"", ""7 Years Warranty on Tank, 4 Years Extended Warranty, 2 Years Comprehensive Warranty""]",Water Geyser,AO
11948,Smith 5 L Instant Water Geyser | 3kW | Shock-proof outer body | Designed for high rise buildings wi...,3499,6490,46,3.8,401,21,"[""Instant Geyser"", ""5 L"", ""Comprehensive - 2 Years, Heating Element - 2 Years, Tank - 5 Years""]",Water Geyser,AO
11949,"15 L Storage Water Geyser (Classic Delux 15 Ltr 5 Star Glasslined, White)",5949,8849,32,4.1,30217,1924,"[""Storage Geyser"", ""15 L"", ""Tank: 5 years, Heating Element: 2 years, Product: 2 years""]",Water Geyser,Crompton
11950,"1 L Instant Water Geyser (Pronto Neo 1 L 4.5 KW, White)",2599,4499,42,3.5,30,2,"[""Instant Geyser"", ""1 L"", ""2 years on product""]",Water Geyser,Racold
11951,"1 L Instant Water Geyser (Portable Instant Geyser, Multicolor)",1119,2999,62,4.2,1897,216,"[""Instant Geyser"", ""1 L"", ""NA""]",Water Geyser,Homezstyle
11952,"35 L Storage Water Geyser (CDR DLX Vertical Water Heater, White)",10104,14194,28,4.1,420,19,"[""Storage Geyser"", ""35 L"", ""Inner Tank: 5 years Product: 2 years Heating Element: 2 years""]",Water Geyser,Racold
11953,Smith 10 L Storage Water Geyser | 3kW | Vertical | 33% faster heating | Designed for high rise buil...,9199,12000,23,4.5,4,0,"[""Storage Geyser"", ""10 L"", ""7 Years Warranty on Tank, 4 Years Extended Warranty and 2 Years Comprehensive Warranty""]",Water Geyser,AO
11954,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,10299,14300,27,4.1,11881,776,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Heating Element-2+2* Years, Tank-7 Years""]",Water Geyser,AO
11955,"35 L Storage Water Geyser (CDR DLX vertical water heater, Grey)",10750,14549,26,4.3,7507,2496,"[""Storage Geyser"", ""35 L"", ""2 Years on Product, 2 Years on Heating Element and 5 Years on Tank""]",Water Geyser,Racold
11956,"10 L Storage Water Geyser (Trendy Plus Storage Water Geyser, Grey)",4709,5500,14,3.7,3,0,"[""Storage Geyser"", ""10 L"", ""2 Year Tank, 7 Year Element & 2 Year Product""]",Water Geyser,OMEN
11957,"Smart Appliances 25 L Storage Water Geyser (Immedio Prime 25L, NA)",7299,20490,64,4.1,45,2,"[""Storage Geyser"", ""25 L"", ""5 Years on Tank, 3 Years on Heating Element, 2 Years on Product""]",Water Geyser,Hindware
11958,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,4.1,2060,166,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
11959,"10 L Storage Water Geyser (Immorto 10 Ltr 5 Star Glasslined With Free Installation & Pipes, Whit...",7699,13710,43,4.0,171,23,"[""Storage Geyser"", ""10 L"", ""Tank-10 Years,Heating Element-6 Years,Product-4 Years""]",Water Geyser,BAJAJ
11960,"15 L Storage Water Geyser (Rio 15L Storage Water Heater, Opal White)",6283,8820,28,3.9,451,18,"[""Storage Geyser"", ""15 L"", ""Guarantee - 5 Years on Inner Tank, 2 Years on Heating Element & 2 Years on Product""]",Water Geyser,Venus
11961,"10 L Storage Water Geyser (Solarium CLX Glasslined, White)",7499,11700,35,3.9,19705,1647,"[""Storage Geyser"", ""10 L"", ""Tank: 5 years, Heating Element: 2 years, Product: 2 years""]",Water Geyser,Crompton
11962,"25 L Storage Water Geyser (5 Star Energy saver, Grey, White)",3849,7659,49,4.0,0,0,"[""Storage Geyser"", ""25 L"", ""1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.""]",Water Geyser,Kanishka
11963,"INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...",1097,2999,63,5.0,0,0,"[""Instant Geyser"", ""1 L"", ""1 year""]",Water Geyser,CSI
11964,"INTERNATIONAL 1 L Instant Water Geyser (CSI INTERNATIONAL 1 L Instant Water Geyser, Red)",1030,2999,65,3.0,0,0,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11965,"25 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine DG 25L, Grape Red...",11999,19500,38,4.5,14,0,"[""Storage Geyser"", ""25 L"", ""2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank""]",Water Geyser,V-Guard
11966,"10 L Storage Water Geyser (Kanishka 10 L Storage Water Geyser, White)",3449,6449,46,3.8,401,21,"[""Storage Geyser"", ""10 L"", ""1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.""]",Water Geyser,Kanishka
11967,Smith 5 L Instant Water Geyser | 3kW | Shock-proof outer body | Designed for high rise buildings wi...,3499,6490,46,3.9,19705,1647,"[""Instant Geyser"", ""5 L"", ""Comprehensive - 2 Years, Heating Element - 2 Years, Tank - 5 Years""]",Water Geyser,AO
11968,"INTERNATIONAL 1 L Instant Water Geyser (CSI INTERNATIONAL 1 L Instant Water Geyser, Red)",1030,2999,65,3.9,93,4,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11969,"6 L Gas Water Geyser (CMR SAFE FLO PRIME 6, White)",5397,6926,22,4.1,8441,569,"[""Gas Geyser"", ""6 L"", ""2 YEAR MANUFACTURING WARRANTY""]",Water Geyser,V-Guard
11970,"15 L Storage Water Geyser (15L New Shakti Neo 150873, White)",7499,11500,34,3.9,11403,950,"[""Storage Geyser"", ""15 L"", ""2 Year Manufacturer Warranty""]",Water Geyser,BAJAJ
11971,"6 L Gas Water Geyser (Majesty Duetto, White)",7746,12210,36,3.9,451,18,"[""Gas Geyser"", ""6 L"", ""2 Year Manufacturer Warranty""]",Water Geyser,BAJAJ
11972,"INTERNATIONAL 1 L Instant Water Geyser (CSI INTERNATIONAL 1 L Instant Water Geyser, Orange, White)",1355,2999,54,4.3,3087,1011,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11973,"INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...",1097,2999,63,4.2,394,40,"[""Instant Geyser"", ""1 L"", ""1 year""]",Water Geyser,CSI
11974,"3 L Instant Water Geyser (Volcano 3 KVA Special Anti Rust Coated With 3 years warranty, White)",1999,4990,59,4.3,517,44,"[""Instant Geyser"", ""3 L"", ""3 years warranty on inner tank 1 year on all electricals parts, From Our Authorized Service Center Only.""]",Water Geyser,ACTIVA
11975,"25 L Storage Water Geyser with Flexi Pipe and Free Installation (Bianca, White, Blue)",13199,19390,31,3.9,19705,1647,"[""Storage Geyser"", ""25 L"", ""7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty""]",Water Geyser,HAVELLS
11976,"10 L Storage Water Geyser (Audra 10AV, Ivory)",7107,9310,23,4.2,11506,1011,"[""Storage Geyser"", ""10 L"", ""Product - 2 years, Inner Tank- 7 years k , Heating Element -3 Year""]",Water Geyser,Venus
11977,INTERNATIONAL 1 L Instant Water Geyser (1L INSTANT WATER PORTABLE HEATER GEYSER SHOCK PROOF PLASTI...,1098,1999,45,4.2,5,1,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11978,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6999,13100,46,4.1,7,2,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Tank-5 Years""]",Water Geyser,AO
11979,"10 L Storage Water Geyser (VULCAN 10V, White)",6340,8630,26,4.2,619,233,"[""Storage Geyser"", ""10 L"", ""2 Years Warranty on Product, 7 Years Warranty on Tank and 4 Years Warranty on Heating Element""]",Water Geyser,FABER
11980,"15 L Storage Water Geyser with Flexi Pipe and Free Installation (Omnis DG WiFi, Black)",13533,23999,43,4.3,7507,2496,"[""Storage Geyser"", ""15 L"", ""2 Years on Product, 4 Years on Heating Element and 7 Years on Tank""]",Water Geyser,Racold
11981,"15 L Storage Water Geyser (FWG HELIOS 15 (Ivory), Black)",7649,10600,27,4.3,5693,1841,"[""Storage Geyser"", ""15 L"", ""5 Year on Tank, 2 year on heating element and 1 year on product""]",Water Geyser,FABER
11982,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated 0.7 MM SS Tank, Full Abs Body 5 Yea...",2069,3790,45,4.2,144,13,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,DIGISMART
11983,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,3.9,158,8,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
11984,10 L Instant Water Geyser (3 KVA Ivory 0.7 mm Special Anti Rust Coated Tank Geyser with 5 Ye...,3199,6490,50,4.3,7838,684,"[""Instant Geyser"", ""10 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,DIGISMART
11985,"15 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 15 PRO 2KW, White)",9499,17699,46,4.3,7507,2496,"[""Storage Geyser"", ""15 L"", ""2 Years on Product, 4 Years on Heating Element and 7 Years on Tank""]",Water Geyser,Racold
11986,"5 L Instant Water Geyser (Atlantic Immedio 5L, White and Blue)",2999,7990,62,4.2,0,0,"[""Instant Geyser"", ""5 L"", ""2 Years Overall, 2 Years on Heating Element, 5 Years on Tank""]",Water Geyser,Hindware
11987,"15 L Storage Water Geyser (Matteo DG 15 Litre, 5 Star, White)",7299,10500,30,5.0,0,0,"[""Storage Geyser"", ""15 L"", ""Matteo DG 15L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.""]",Water Geyser,V-Guard
11988,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,5.0,0,0,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
11989,"6 L Storage Water Geyser (Sprinhot?, White)",7890,8599,8,4.2,794,89,"[""Storage Geyser"", ""6 L"", ""7 YEAR TANK & 3 YEAR HEATING ELEMENT""]",Water Geyser,V-Guard
11990,"100 L Storage Water Geyser (Monza NU 100L, White)",31599,44700,29,4.2,1229,143,"[""Storage Geyser"", ""100 L"", ""7 year warranty on inner container; 4 year warranty on heating element ; 2 year comprehensive Warranty""]",Water Geyser,HAVELLS
11991,"15 L Storage Water Geyser (Marvel 15 L With Free Pipe, White & Black)",6999,16990,58,4.3,114,21,"[""Storage Geyser"", ""15 L"", ""2 Year warranty on Product and 5 years warranty on Tank""]",Water Geyser,Kenstar
11992,1 L Instant Water Geyser (Water Heater With Indicator for Homes and Offices - The Best Gift ...,1199,4999,76,3.1,7,0,"[""Instant Geyser"", ""1 L"", ""?This item comes with a 12-years warranty valid across India under the Drumstone brand.""]",Water Geyser,Drumstone
11993,Smith 5 L Instant Water Geyser | 3kW | Shock-proof outer body | Designed for high rise buildings wi...,3499,6490,46,3.8,401,21,"[""Instant Geyser"", ""5 L"", ""Comprehensive - 2 Years, Heating Element - 2 Years, Tank - 5 Years""]",Water Geyser,AO
11994,"INTERNATIONAL 1 L Instant Water Geyser (CSI INTERNATIONAL 1 L Instant Water Geyser, Red)",1030,2999,65,3.9,19705,1647,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11995,"6 L Gas Water Geyser (MAJESTY DUETTO, MAJESTY DUETTO)",5925,8800,32,4.0,3851,393,"[""Gas Geyser"", ""6 L"", ""On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.""]",Water Geyser,BAJAJ
11996,"10 L Storage Water Geyser (Aster 10 Ltr With Pipes, White, Grey)",6790,11500,40,4.0,39,2,"[""Storage Geyser"", ""10 L"", ""Tank-10 Years,Heating Element-2 Years,Product-2 Years""]",Water Geyser,BAJAJ
11997,"INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...",1097,2999,63,3.9,451,18,"[""Instant Geyser"", ""1 L"", ""1 year""]",Water Geyser,CSI
11998,INTERNATIONAL 1 L Instant Water Geyser (1L INSTANT WATER PORTABLE HEATER GEYSER SHOCK PROOF PLASTI...,1098,1999,45,3.9,19705,1647,"[""Instant Geyser"", ""1 L"", ""1 Year""]",Water Geyser,CSI
11999,"2 L Instant Water Geyser (Portable geyser 2l with mcb v-10, Light Blue)",1220,1999,38,4.0,4789,422,"[""Instant Geyser"", ""2 L"", ""Manufacturing warranty""]",Water Geyser,KM
12000,"3 L Instant Water Geyser (RADIX 3 L Instant water heater, White)",2138,5990,64,4.3,472,64,"[""Instant Geyser"", ""3 L"", ""5 Years on Tank, 2 Years on Heating Element, 2 Years on Product""]",Water Geyser,Kenstar
12001,"1 L Instant Water Geyser (Harez Instant Electric Water Heater Faucet, White)",1578,2999,47,4.3,3087,1011,"[""Instant Geyser"", ""1 L"", ""NO""]",Water Geyser,URMINENTERPRISE
12002,"15 L Storage Water Geyser (Pebble Metallica, White, Purple)",10300,10946,5,4.2,11506,1011,"[""Storage Geyser"", ""15 L""]",Water Geyser,V-Guard
12003,"3 L Instant Water Geyser (Volcano 3 KVA Special Anti Rust Coated With 3 years warranty, White)",1999,4990,59,4.2,10036,937,"[""Instant Geyser"", ""3 L"", ""3 years warranty on inner tank 1 year on all electricals parts, From Our Authorized Service Center Only.""]",Water Geyser,ACTIVA
12004,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6999,13100,46,4.3,7507,2496,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Tank-5 Years""]",Water Geyser,AO
12005,"1 L Instant Water Geyser (Instant Electric Water Geyser, Electric Saving Geyser, Green)",1234,2650,53,4.3,5693,1841,"[""Instant Geyser"", ""1 L"", ""NA""]",Water Geyser,Keenlo
12006,"10 L Storage Water Geyser (Juno 10 Litres, White, Green)",6999,9000,22,4.1,1089,98,"[""Storage Geyser"", ""10 L"", ""Tank: 5 years, Heating Element: 2 years, Product: 2 years""]",Water Geyser,Crompton
12007,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,4.2,13252,1416,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
12008,10 L Instant Water Geyser (3 KVA Ivory 0.7 mm Special Anti Rust Coated Tank Geyser with 5 Ye...,3199,6490,50,4.1,94,13,"[""Instant Geyser"", ""10 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,DIGISMART
12009,"Electric 10 L Storage Water Geyser (New Glazio Storage 10L Vertical Water Heater, White)",7067,8990,21,4.2,814,265,"[""Storage Geyser"", ""10 L"", ""7 Years on Tank, 4 Years on Heating Element and 2 Years on Product""]",Water Geyser,Orient
12010,"15 L Storage Water Geyser (Classic Delux 15 Ltr 5 Star Glasslined, White, Violet)",6499,12900,49,4.0,0,0,"[""Storage Geyser"", ""15 L"", ""Tank: 5 years, Heating Element: 2 years, Product: 2 years""]",Water Geyser,Crompton
12011,"25 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 25 DG 2KW S, White)",12201,21899,44,5.0,0,0,"[""Storage Geyser"", ""25 L"", ""2 Years on Product, 4 Years on Heating Element and 7 Years on Tank""]",Water Geyser,Racold
12012,"3 L Instant Water Geyser (Hotmak, Ivory)",2099,3790,44,1.0,0,0,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
12013,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6999,13100,46,4.2,11506,1011,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Tank-5 Years""]",Water Geyser,AO
12014,Smith 10 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6499,10800,39,4.0,1801,124,"[""Storage Geyser"", ""10 L"", ""5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty""]",Water Geyser,AO
12015,"1 L Instant Water Geyser (portable geyser 2019, Multicolor)",1199,2999,60,4.2,2591,254,"[""Instant Geyser"", ""1 L"", ""1""]",Water Geyser,Raptas
12016,"3 L Instant Water Geyser (Opal, White)",3929,5550,29,4.3,413,39,"[""Instant Geyser"", ""3 L"", ""2 Years Comprehensive Warranty on Product, 5 Years Warranty on Inner Container and 2 Years Warranty on Heating Element""]",Water Geyser,HAVELLS
12017,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,11899,17500,32,3.8,401,21,"[""Storage Geyser"", ""15 L"", ""7 Years Warranty on Tank, 4 Years Extended Warranty, 2 Years Comprehensive Warranty""]",Water Geyser,AO
12018,Smith 5 L Instant Water Geyser | 3kW | Shock-proof outer body | Designed for high rise buildings wi...,3499,6490,46,4.3,6465,2425,"[""Instant Geyser"", ""5 L"", ""Comprehensive - 2 Years, Heating Element - 2 Years, Tank - 5 Years""]",Water Geyser,AO
12019,"15 L Storage Water Geyser (HOTLINE 5 STAR, White)",3829,6490,41,4.4,16,2,"[""Storage Geyser"", ""15 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
12020,"15 L Storage Water Geyser (SIETA PLUS 15, White)",7399,12000,38,4.2,83,11,"[""Storage Geyser"", ""15 L"", ""2 YEAR PRODUCT WARRANTY & 7 YEAR WARRANTY FOR INNER TANK""]",Water Geyser,V-Guard
12021,"1.5 L Instant Water Geyser (Nano Model 1.5LTR, Green)",1900,2600,26,4.3,15,1,"[""Instant Geyser"", ""1.5 L"", ""NA""]",Water Geyser,Paragon
12022,"3 L Instant Water Geyser (AWH-3LRPIDJT3KW5Y, White)",2749,4600,40,4.2,1897,216,"[""Instant Geyser"", ""3 L"", ""NA""]",Water Geyser,Crompton
12023,Smith 10 L Storage Water Geyser | 3kW | Vertical | 33% faster heating | Designed for high rise buil...,9199,12000,23,4.1,420,19,"[""Storage Geyser"", ""10 L"", ""7 Years Warranty on Tank, 4 Years Extended Warranty and 2 Years Comprehensive Warranty""]",Water Geyser,AO
12024,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,10299,14300,27,3.9,81,6,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Heating Element-2+2* Years, Tank-7 Years""]",Water Geyser,AO
12025,10 L Storage Water Geyser (Popular 10 L Automatic Auto-Cut Off with Installation Kit Water heat...,2998,6395,53,4.5,67,10,"[""Storage Geyser"", ""10 L"", ""5 Years Warranty on Inner Container & 1 +1 Year Warranty on Products including On-Site & Off-Site, Domestic & International Warranty""]",Water Geyser,AIRDEC
12026,"25 L Storage Water Geyser (Otto, Grey)",12500,21590,42,4.1,11881,776,"[""Storage Geyser"", ""25 L"", ""7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty""]",Water Geyser,HAVELLS
12027,"Smart Appliances 25 L Storage Water Geyser (Immedio Prime 25L, NA)",7299,20490,64,4.3,7507,2496,"[""Storage Geyser"", ""25 L"", ""5 Years on Tank, 3 Years on Heating Element, 2 Years on Product""]",Water Geyser,Hindware
12028,"3 L Instant Water Geyser (3 KVA Special Anti Rust Coated SS Tank, Full Abs Body 5 Years Warrant...",2069,3790,45,3.8,15,2,"[""Instant Geyser"", ""3 L"", ""5 Year Warranty On Inner Tank, 1 Year On Components""]",Water Geyser,ACTIVA
12029,"15 L Storage Water Geyser (CG Acquina 15L, Black)",6799,14500,53,4.2,11506,1011,"[""Storage Geyser"", ""15 L"", ""7 Year Inner Tank Warranty, 2 Year Product Warranty""]",Water Geyser,CG
12030,Smith 25 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,8499,12800,33,3.0,4,0,"[""Storage Geyser"", ""25 L"", ""7 Years Warranty on Tank, 3 Years Extended Warranty, 2 Years Comprehensive Warranty""]",Water Geyser,AO
12031,"15 L Storage Water Geyser (ASTOR, Whiite, Grey)",7299,12430,41,3.9,47,6,"[""Storage Geyser"", ""15 L"", ""2 Year Warranty on Product 2 Year Warranty on Heating Element & 5 Year Warranty on Inner Tank""]",Water Geyser,BAJAJ
12032,"25 L Storage Water Geyser (bianca 25, White, Blue)",12990,19315,32,3.9,166,14,"[""Storage Geyser"", ""25 L"", ""4 years on heating element and 7 years on tank""]",Water Geyser,HAVELLS
12033,"1 L Instant Water Geyser (AMAZE RED, Red)",1922,3999,51,3.9,451,18,"[""Instant Geyser"", ""1 L"", ""One Year Spare Replacement Warranty is available for this Model from the date of purchase If any Manufacturing defect.""]",Water Geyser,Mr.SHOT
12034,"INTERNATIONAL 1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Geyser, Water Heat...",1097,2999,63,4.2,144,13,"[""Instant Geyser"", ""1 L"", ""1 year""]",Water Geyser,CSI
12035,"Star 1.5 L Instant Water Geyser (Instant Electric Water Heater, Portable Geyser, ABS Body, Shoc...",1234,1999,38,4.0,0,0,"[""Instant Geyser"", ""1.5 L"", ""replacement""]",Water Geyser,Wonder
12036,"10 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 10L PRO 2KW, White)",8999,15899,43,5.0,0,0,"[""Storage Geyser"", ""10 L"", ""2 Years on Product, 4 Years on Heating Element and 7 Years on Tank""]",Water Geyser,Racold
12037,Smith 15 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6999,13100,46,4.2,11506,1011,"[""Storage Geyser"", ""15 L"", ""Comprehensive-2 Years, Tank-5 Years""]",Water Geyser,AO
12038,Smith 10 L Storage Water Geyser | 2kW | Vertical | Designed for high rise buildings with 8 bar pres...,6499,10800,39,4.0,1801,124,"[""Storage Geyser"", ""10 L"", ""5 Years Warranty on Tank, 2 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty""]",Water Geyser,AO
